발화자,발화문,인텐트
s,시스템 오류로 인하여 가성비 라운드 골지T 재고오 등록되어 상품 발송이 어려워 주문 취소로 도와드렸어요.,구매 목록
c,왜 결제가 취소 됫쥬?,구매 목록
s,주문해주신 청바지가 모두품절되어 시스템 취소가 진행되면서 고객님께 안내 문자가 발송되었을 텐데 문자가 가지 않았나 봅니다.,구매 목록
c,배송 오래 기다렸는데 말없이 환불하는 이유는 뭔가요?,구매 목록
s,재고품절로 환불 처리했어요.,구매 목록
c,취소를 갑자기 하는 건 뭔 경우에요?,구매 목록
s,상품 품절이네요. 창고에 있는 줄 알았는데 없네요.,구매 목록
c,취소요청했는데 주문 제작 들어가서 취소가 안 된다고요?,구매 목록
s,배송 완료로 조회되요.,구매 목록
c,12번만 취소 처리하면 됩니까?,구매 목록
s,밀크 촉촉잠 옷 브라운 허니비 번이 품절로 12번은 발송 가능하신 부분이세요.,구매 목록
c,왜 취소시키나요?,구매 목록
s,실시간으로 재고 반영이 어렵다보니 어렵게 주문해주셨는데 품절되어 부득이하게 주문 취소 처리도와 드렸어요.,구매 목록
c,왜? 주문취소된 나여? 제가 취소한 기억이 없는데요?,구매 목록
s,재고품절로 환불 처리했어요.,구매 목록
c,주문했다가 취소했는데 상품 준비 중이였으니까 취소되겠죠?,구매 목록
s,자세한 환불 관련 문의는 해당 사이트 고객센터로 문의해 주시기 바랍니다.,구매 목록
c,취소 처리가 될런지요?,구매 목록
s,4시 택배기사 마감 배송 중으로 현재는 취소가 불가하오니 양해바라겟습니다.,구매 목록
c,왜 취소된 거에요?,구매 목록
s,시스템 오류로 인하여 가성비 라운드 골지T 재고오 등록되어 상품 발송이 어려워 주문 취소로 도와드렸어요.,구매 목록
c,배송전이면 취소해 주실수 있으실까요?,구매 목록
s,취소 처리했어요.,구매 목록
c,물건이 늦게 와도 문의도 안 하고 기다리고 있었더니 갑자기 환불이라니요?,구매 목록
s,주문 주 신상품은 배송이 다소 지연되어 환불 처리 도움드린 점 양해 부탁드릴게요.,구매 목록
c,반품하고 배송했습니다. 취소 처리는 언제 되나요?,구매 목록
s,검수 기간은 영업일 기준 3 - 5일 정도 소요되며 결과 내용 전달받는 대로 처리도와드리겠습니다.,구매 목록
c,문자와 서품절 상품과 하자 상품 취소 부탁드렸는데 취소 완료는 뜨고 돈은 안 들어왔어요 언제 들어 오져?,구매 목록
s,두건 모두환불요청되었습니다.,구매 목록
c,주문 취소됐는데 품절 인건가요?,구매 목록
s,주문건이 취소되어 죄송합니다.,구매 목록
c,10월 3일 주문했던 거취소 접수 중인데 언제 취소 처리 완료됨?,구매 목록
s,취소 완료하였습니다.,구매 목록
c,직원 없어요?,구매 목록
s,환불 승인 완료되었어요.,구매 목록
c,재고 있을 때 구매했는데 왜 취소되나요?,구매 목록
s,행사 진행될 때 이월 재고까지 포함되어 판매가 됐습니다.,구매 목록
c,1 블랙 시스루 5월 6일 주문했는데 왜 취소하셨나요 주문은 계속 받으시면서 재주문했는데 받을수 있을까?,구매 목록
s,장기 지연되어 자동 주문 취소되신 거 같아요. 상품 다음 주 입고 예정이며 입고 시 우선적으로 발송도와 드릴게요.,구매 목록
c,저기요주문 한 지 한참 지나서 일방적으로 취소되는 건 뭔가요?,구매 목록
s,제품이 입고가 안되어 지연으로 인해 환불 진행하였습니다.,구매 목록
c,아직 배송 준비 중인데 취소 안 됨?,구매 목록
s,주문하신 상품 금일 출고되어 취소 처리 어려운 점 양해 부탁드려요.,구매 목록
c,재주문했는데 앞전에 취소한 거승인 됫나요?,구매 목록
s,주문해주신 상품 현재 주문건에서 보이지만 따로 이전 취소 이력은 보여지지 않습니다.,구매 목록
c,65번 민소매가디건 세트 취소 햇는 데 맞습니까?,구매 목록
s,정상 처리되셨습니다.,구매 목록
c,왜 자동 환불이 됀 거죠?,구매 목록
s,상품 품절로 인하여 실망을 고객님께 안겨드려 죄송할 따름입니다.,구매 목록
c,"방송 중 조금 전에 샀는데 취소하고, 앱에서 다시 구입하고 싶은데 취소는 어떻게 하지요?",구매 목록
s,개인정보를 상품 문의에선 고객님의 주문이력 및 알수가 없어 바로 답변이 어렵습니다.,구매 목록
c,문의 글 보니 한번 빨면 옷이 줄어든다니 아직 배송은 안 했는데 취소 가능한가요?,구매 목록
s,취소 건으로 문의주셨는데요 배송전이면 배송 전 취소 가능해요.,구매 목록
c,반품한 지가 한참되었는데 왜?카드 취소가 안 오나요?,구매 목록
s,문의 주신 상품 30일자로 물류입고 확인으로 확인되며 현재 상품 검수 중에 있습니다.,구매 목록
c,저기요참나 주 문제작이라는 문구가 한마디라도 있었습니까?,구매 목록
s,저도 계속 상품 준비 중이여서 주문 취소하려고 보니 주문 제작이라고 합니다.,구매 목록
c,취소인가요?,구매 목록
s,시스템 오류로 인하여 가성비 라운드 골지T 재고오 등록되어 상품 발송이 어려워 주문 취소로 도와드렸어요.,구매 목록
c,갑자기 왜 취소가 됫죠?,구매 목록
s,고객님송장 업데이트도 중 품절된 건 자동 취소된 것 같아요.,구매 목록
c,3/8일 반품수거하셨는데 카드 취소 처리는 언제 되쥬?,구매 목록
s,금일환 불승인하여 2 - 3일 영업일 이내 환불되 실 거라 판단됩니다.,구매 목록
c,잘못 취소했는데 취소 무시하시고 계속 배송 준비해 주시면인 되지요?,구매 목록
s,이 미 취소 완료 처리되셨으면 재구매 신청해주시면 될 거 같아요.,구매 목록
c,취소 처리. 된 거 맞나요?,구매 목록
s,고객님이 미반품 완료되신 것으로 확인되며 환불 지연 시 구매하신 사이트 고객센터로 문의 부탁드려요.,구매 목록
c,당신들 취소해야지 왜 내가 택배 사전화해서 해야 합니까?,구매 목록
s,현재 배송 중으로 조회되요. 기사님께서 방문시수취 거부하시고 반품 신청 바랍니다.,구매 목록
c,품절 취소라고 되어 있늣데 그럼 어쩔까요?,구매 목록
s,나머지 2상품은 금일 중 출고 진행될 예정입니다. 바지 상품만 취소 진행된 것으로 확인되며 일부 금액 환불될 예정입니다.,구매 목록
c,카드 결재 취소가 되는 건지?,구매 목록
s,익 일반 품 진행하도록 하겠습니다.,구매 목록
c,취소요청 넣으면 되져?,구매 목록
s,양해해주셔서 정말 감사합니다 주문 취소해주시면 빠른 처리도와 드릴게요.,구매 목록
c,미리 품절 상황이라고 말했으면 최소한 다른 세일로 주문해서 손해는 안 봤을 텐데요 이거 때문에 손해본 건 어떻게 보상해주실 껀가요?,구매 목록
s,취소 처리는 완료되신 것으로 확인되시며 이용해주셨으나 불편을 드려 다시 한번 머리 숙여 사과드립니다.,구매 목록
c,취소요청했는데 언제 해줘요?,구매 목록
s,자세한 환불 관련 문의는 해당 사이트 고객센터로 문의해 주시기 바랍니다.,구매 목록
c,아니 여태까지 기다리게 해놓고 일방적으로 취소하면 어쩌자는 겁니까?,구매 목록
s,해당 부분 담당 부선에 전달하여 시정 요청 드리겟습니다.,구매 목록
c,3개시켰는데 화이트가 안 왔네요 언제 오나요?,구매 목록
s,해당 상품 재입고가 되지 않아 부분 취소 처리했어요.,구매 목록
c,15. BJE1119 /샌드워싱 밑단 컷팅 스판 일자청바지/옐로우 블루/XL 문의 글로 취소요청 드렸는데 된 건가요?,구매 목록
s,취소 처리할게요.,구매 목록
c,배송 중도 아닌데 취소한다고 배송비를 5. 000원이나 지불해야 하지?,구매 목록
s,현재 고객님의 주문번호 조회가 되지 않아 정확한 답변을 드릴수 없는 점 양해 부탁드리며 사이트를 통해 배송비 5000원 차감되 실 경우 배송 후 환불접수된 것으로 예상되세요.,구매 목록
c,아니 뭐 왜 취소됐다 말도 없이 취소가 돼요?,구매 목록
s,상품 장기적으로 지연되어 문자 안내 후 취소도와 드렸습니다 다시 한번 고개숙여 사과드립니다.,구매 목록
c,배송한 참 후 부분 취소하라고 하면 어떻게 하나요?,구매 목록
s,해당 상품의 환불 접수 진행도와 드리도록 할게요.,구매 목록
c,제가 많이 주문해서 체크를 잘못한 옷을 함께 주문해서 그러는데 혹시 104번 바람막이 두개만 취소 가능할 련지요?,구매 목록
s,부분 취소 신청 가능하므로 고객센터에 문의 부탁드려요.,구매 목록
c,취소하고 싶은데 여이거배송되는지 안 되는지 불확실하져? 배송 믄의 햇는데 품절인지 아닌지 되면 2 - 3일 안이라는 데 답즘 주세오,구매 목록
s,상품 22일 발송 도움드린 부분 확인되시나 택배 사 물량이 많아 지연되고 있는 부분 같으니 택배사로 문의하여 빠른 배송요청해 두도록 할게요.,구매 목록
c,품절 연락받았습니다. 취소 처리는 어떻게 처리가 되는 건지요?,구매 목록
s,취소는 저희 쪽에서 취소도와 드렸어요.,구매 목록
c,두개 주문 햇는데 한 개 품절이라고 카드 부분 취소하고 하나만 보내신다길래 기다리는데 왜 카드 취소 안 하실까요?,구매 목록
s,환불 처리했어요.,구매 목록
c,취소 언제 되니?,구매 목록
s,주문번호 알려주시면 처리해드릴게요.,구매 목록
c,주문을 제가 취소한 적이 없는데 난데없이 주문 취소했다고 나오네요?,구매 목록
s,38번 싸이로꽈 베기 목 폴라 취소됐어요. 저번 주 토요일쯤에 시키고 배송 준비가 늦어진 대서 지금까지 기다렸는데 말없이 멋대로 취소해버리는 건 무슨 상황인지 모으겠네요.,구매 목록
c,대체 언제 취소해주실 건가요?,구매 목록
s,반품 처리 완료되었어요.,구매 목록
c,상품은 취소 처리됐는데 카드 취소는 언제됍니까?,구매 목록
s,카드회사를 카드 취소는 통해서 순차적으로 처리되는 걸로 알고 있어요.,구매 목록
c,7일 상품 있는 거 확인하고 주문했었는데 이제 와서 품절이라고 일방적으로 취소 처리한다고 문자 보내시다니뇨 9일 확인할수도 있어는 데 이제와서 취소라 여러 상품 주문한 사람 위주로 보내시나보죠?,구매 목록
s,재입고 가능 여부를 제조사 측에 확인하느라 안내가 늦은 점 너른 양해부탁드려요.,구매 목록
c,왜 자동 환불 처리됩니까?,구매 목록
s,해당 건 주문 폭주로 싸이즈가 품절되어 아쉽게도 재입고가 되지 않는 상품이라 취소 처리되었습니다.,구매 목록
c,왜 구매 취소가 되었쥬?,구매 목록
s,구매 정보 확인되지 않아 답변이 어렵습니다. 구매 정보기재부탁드려요.,구매 목록
c,어제 고객센터 전화해서 환불 접수한 거빨리 처리해달라고 했더니 물건 보냈더라?,구매 목록
s,현재 율천에서 배송 중으로 조회가 됩니다. 기사님께서 방문시수취 거부하시고 반품 신청 바랍니다.,구매 목록
c,배송을 받았는데 주문한 상품이 다온 게 아닌데요?,구매 목록
s,해당 건재입고가 되지 않아 부분 취소 처리했어요.,구매 목록
c,제품이 취소된 건가요?,구매 목록
s,현재 주문번호 조회가 불가능하여 정확한 답변이 어려운 점 양해 부탁드려요.,구매 목록
c,이 제품 아직 살수 있던데 왜 취소됐나유?,구매 목록
s,어떤 제품을 이 제품이 말씀하시는 건 지 정확하게 알기 어려우나 여러 상품 주문해 주셨을 시 동송장 부분 취소 불가능으로 전체 주문 취소 처리된 점 양해 부탁드려요.,구매 목록
c,주말에 입으려고 주문한 건데 목요일에 배송 온다고 해놓고 목요일에 품절 취소 문자라니요?,구매 목록
s,해당 상품 판매 진행 중에 있으며 입고량보다 주문량이 많이 배송이 지연되고 있어요.,구매 목록
c,결제 취소는 환불 언제 되는 건가요?,구매 목록
s,콜센터로 문의하셔야 할 것 같아요.,구매 목록
c,취소가 거절됐다니요?,구매 목록
s,상품수령 후 반품 접수 부탁드려요.,구매 목록
c,저 취소한 적 없는데 갑자기 취소가 됐네요?,구매 목록
s,옵션오 등록으로 인해 상품 취소 처리되셨습니다.,구매 목록
c,취소한 거 다시 뮤를수는 없는 건가요?,구매 목록
s,별도로 취소 관련 내역은 확인되지 않으십니다.,구매 목록
c,취소가 안 되네요배송이 너무 심하게 늦어서 취소하고 싶은데 취소 좀 해주시겟어요?,구매 목록
s,주문건 오늘 출고됐습니다.,구매 목록
c,취소는 언제쯤 되쥬?,구매 목록
s,취소 완료입니다. 환불 처리는 결제하신 사이트에서 처리되니 참고 부탁드려요.,구매 목록
