발화자,발화문,인텐트
c,둘레는 몇센치로 해야돼요?,상품 추천
s,오십센치요,상품 추천
c,몇센치 사야하나 하나요?,상품 추천
s,보통 오십센치 써요,상품 추천
s,그런데 옷은 마음에 안드시면 안입으실수도있어서 차라리 스카프가 어떨까요?,상품 추천
c,아. 스카프 좋네요,상품 추천
c,어른분들이 많이 찾으시는게 있을까요?,상품 추천
s,여기와서 보시면 몇가지 있어요,상품 추천
s,그럼 이런 스타일은 은은해서 우아한데 어떠세요?,상품 추천
c,이쁘네요,상품 추천
s,그럼 좀더 진한 붉은색이 들어간 이제품은 어떠세요?,상품 추천
c,괜찮네요,상품 추천
c,그럼 긴것중에서 몇 개 골라주시겠어요?,상품 추천
s,잠시만요,상품 추천
s,그리고 젊어보이시는데 몇살이신데요?,상품 추천
c,사십대에요,상품 추천
s,그럼 그정도분이 입기 좋으신 걸로 보여드릴까요?,상품 추천
c,네. 보여주세요,상품 추천
s,이런 스타일은 어떠세요?,상품 추천
c,이쁘네요,상품 추천
s,"그럼, 둘다 보여드릴께요. 셔츠로는 이 제품이 제일 잘 나가는데요",상품 추천
s,그럼 아무 색깔이나 다 잘 어울리실텐데요,상품 추천
s,주로 자주 입으시는걸로 사는건 어떨까요?,상품 추천
c,네. 아무래도 셔츠를 자주입으시긴 해요,상품 추천
s,네. 그럼 셔츠로 결정하시는것도 좋을 거 같아요,상품 추천
c,네. 그럼 저도 셔츠로 결정할께요,상품 추천
s,그럼 육육사이즈가 맞으실듯 한데요,상품 추천
c,네. 그럼 육육사이즈로 주세요,상품 추천
s,여자분들은 연분홍 벨트도 괜찮은데 베이비핑크는 어떠세요?,상품 추천
c,베이비핑크 좋아해요,상품 추천
s,스카이블루는 별로에요?,상품 추천
c,저는 핑크쪽이 더 좋으네요,상품 추천
s,그런데 옷은 마음에 안드시면 안입으실수도있어서 차라리 스카프가 어떨까요?,상품 추천
c,아. 스카프 좋네요. 어른분들이 많이 찾으시는게 있을까요?,상품 추천
s,그럼 이런 스타일은 은은해서 우아한데 어떠세요?,상품 추천
c,이쁘네요. 근데 너무 연핑크같은데 좀더 진한 색은 없을까요?,상품 추천
s,잠시만요. 그럼 좀더 진한 붉은색이 들어간 이제품은 어떠세요?,상품 추천
s,그 무늬로는 없어요 이치마는 좀 긴데 입어보시겠어요?,상품 추천
c,네 좋아요,상품 추천
c,그럼 이 사이즈로 하면 될까요?,상품 추천
s,네 엑스라지 하시면 될 것 같아요,상품 추천
s,그 무늬로는 없어요 이원피스는 좀 긴데 입어보시겠어요?,상품 추천
c,네 좋아요,상품 추천
s,이 상품 어떠신가요?,상품 추천
c,괜찮은데요,상품 추천
s,이 상품은 어떠신가요?,상품 추천
c,그 컬러말고 다른색으로 주세요,상품 추천
s,브라운컬러 이건 어떠세요?,상품 추천
c,네 괜찮아요,상품 추천
s,그럼 다른거 보세요 티나 바지나 한번 보세요. 바지 기본으로 나온거 사만구천원이에요,상품 추천
c,아니 청바지로요,상품 추천
s,이런거 어떠세요? 색상은 찾으시는거 있으세요? 좀 큰거 찾으세요? 천천히 보세요 짧은거 찾으세요?,상품 추천
c,아니요 그냥 보는 거에요,상품 추천
c,이거 어때요? 난 이런 바지 안입어봤어,상품 추천
s,그럼 요즘 유행하는 약간 나팔입어 보실래요? 요걸로 입어 보세요 이월도 하나 사이즈 보여 드릴까요? 이월 칠십프로 짜리 사이즈가 하나 있어요,상품 추천
c,이거는요?,상품 추천
c,저것도 잘 나가요?,상품 추천
s,네 잘나가요 지금 주문 받아서 나가요 오오는 거의 없어요,상품 추천
c,이게 이뻐서요,상품 추천
s,이렇게 포인트 들어간건 따로 없어요,상품 추천
c,이런건 어떠세요 고객님?,상품 추천
s,아 여자 애긴데요,상품 추천
c,골프화중에서 어른신들이 많이 찾으시는게 있나요?,상품 추천
s,ooooo나 보통 국내 브랜드 많이 쓰시고요 무난하게 쓰실꺼면 ooo라는 브랜드가 선물하기 괜찮아요,상품 추천
s,남자분들이 많이 찾는 스타일이 이건데 기본도 반응이 좋고요,상품 추천
s,다운이면 옆쪽에 있는걸 보세요 일반다운이랑은 조금 달라요 이건 기본으로 나오는제품이 이거고 이런거 괜찮고 뒤쪽에 있는것도 있고요 이런것도 굉장히 이쁘게 나왔어요 퀄리티자체가 굉장히 좋아요 펄도 라쿤퍼고요 입어보세요 고객님,상품 추천
s,여성전용으로 나온제품이여서 핏도 굉장히 이쁘게 나왔어요 퍼도 페이크퍼가 아니라 라쿤털이예요 이게 기획상품으로 나온제품이아니고 딱 일년된 제품이고 작년에 정상가 판매가 돼던 제품이예요 퀄리티는 굉장히 좋죠,상품 추천
s,올해 나온 신상품이고요 이거는 십칠만 구천원인데 특가들어갔어요 구만구천원이요 이거랑 앞에 있는 후드 있는것도 괜찮으세요,상품 추천
s,안녕하세요 이거 입어보세요 고객님 이번 애프더블유 상품이 많이 바뀌었어요 영하게 들어오고 이런거 보시면 육만구천원으로 균일가 들어간거거든요 천천히 보시고 입어보세요 이런것도 리버시블 제품으로 해서 키크신 분들이 입으면 정말 멋있어요 안쪽에는 바람막이 원단으로 돼어있고요 검은색이랑 두가지예요 이상품이 저쪽에 마네킹 입어논 제품이거든요,상품 추천
c,아 예,상품 추천
s,어서오세요 다운같은경우에도 이번에 헝가리 구스로 많이 나왔어요 사이즈 한번 드려볼까요 고객님?,상품 추천
c,둘러보고 올께요,상품 추천
s,남성분으로 보시는거면 이제품 괜찮고요,상품 추천
s,경량으로 보시는거면 그거 괜찮죠,상품 추천
s,아니면 이런것도 괜찮지 않으세요 모자있는거요 이것도 굉장히 좋은거에요 이번에 들어온거는 구스 헝가리구스 제품이거든요,상품 추천
s,입어보시면 정말 다르실꺼에요 헝가리구스는 최고급이에요,상품 추천
s,그럼 이건 어떠세요,상품 추천
c,이거 한번 줘보세요,상품 추천
s,외투로 입으시기엔 이런게 좋으실꺼 같은데,상품 추천
c,외투말고 그냥 지금 적당히 걸치고 다닐꺼요,상품 추천
s,그럼 다른 상품 드려볼까요,상품 추천
c,괜찮아요,상품 추천
s,고객님 신발은 신어보셔야해요. 겉으로 봐서는 판단하시면 안되고요,상품 추천
s,이것도 이번에 출시된 상품인데요 인기 좋아요 굽이 높은것도 있고 낮은것도 있어요,상품 추천
s,고객님 신어보세요 이런건 소프트한 소재랑 하드소재로 달라요,상품 추천
c,둘러보고 올께요,상품 추천
c,상의는 팔팔입으셔야돼는데 좀 소매 굵은거 없을까요?,상품 추천
s,이정도는 가능할꺼같은데요 오늘온건데 디피를 못해서요,상품 추천
s,지금 그게 작년 거라서 칠십 프로 세일해요,상품 추천
c,나 요즘 입을 만한 거,상품 추천
s,이 조끼 이쁘죠? 양면이에요,상품 추천
s,"아니아니 제가 그래서 하는 얘기가, 잠그려고 하면 안 되고, 사이즈가 백오까지 나오니까, 보통 어깨만 맞으면 안 잠그고 스카프를 하시는 분들이 많거든. 다 잠그려고 하면, 별로 안 예뻐",상품 추천
c,"그렇긴 한데, 이건 날씬한 사람들이 입는 거네",상품 추천
s,"사모님 같은 경우는 어깨는 안 넓기 때문에, 품에 맞추면 어깨가 커요. 그래서 요새 다 어깨 맞춰 입어요",상품 추천
c,다음에 한 번 와 볼게요,상품 추천
s,안녕하세요 고객님 한번 입어보세요 이거는 올해나온제품이거든요 원래 십사만 구천원인데 행사하고 있어요 두께감은 많이 두껍지 않아요 도톰한것도 있어요,상품 추천
s,그럼 이걸로 한번 입어보세요 이건 백사이즌데 사이즈가 약간 여유있으시니깐 입어보세요 거울 여기 있어요 안쪽에 다른것보다 조금 박시하게 나왔어요 사이즈가요,상품 추천
c,그렇네요,상품 추천
s,"사이즈는 이정도면 충분하세요 어깨선도 괜찮고, 지금 딱 좋으시네요 이것도 올해나온 신상품이예요",상품 추천
c,무난하게 입을만한건 이거 어때요?,상품 추천
s,그거 보여드릴까요? 이게 포인트예요 너무 밋밋하니깐,상품 추천
s,백이십 한번 드려볼까요? 이게 더 맞으시네요 그앞에것도 스타일이 조금 다르거든요,상품 추천
c,이거는 어때요?,상품 추천
s,그런것도 있고 하프집업스타일도 있고요 마네킹이 입고있는 제품있죠 리버시블 제품이예요 뒤집으면 이렇게 생겼고요,상품 추천
c,와 이거 진짜 싸다. 어떤 색이 어울릴까요? 둘 다 이쁜 것 같은데,상품 추천
s,"옐로우는 초봄 쯤에 입으면 좋고, 얘는 색상이 화려해서 요즘 입으면 좋고",상품 추천
c,이게 더 낫나요?,상품 추천
s,"네, 그게 환해 보이네요",상품 추천
s,애들 발은 금방 크니까 보통 한 치수 크게 사세요,상품 추천
s,혹시 저 패딩은?,상품 추천
c,"아니, 이게 좋아요",상품 추천
s,아이고 잘 됐다. 이거 봐봐요,상품 추천
s,"네, 손님이 산 것보다는 조금 비싼데 색깔별로 있어 한 번 봐 보실래요?",상품 추천
c,요거? 너무 예쁘네요,상품 추천
s,"검은 색도 괜찮고, 진한 갈색도 괜찮고",상품 추천
s,내가 생각할 때는 진한 갈색도 예쁜데,상품 추천
c,"이게 갈색, 진한 갈색? 이게 차분하면서 느낌이 괜찮은 것 같아요. 엄마가 좋아하는 스타일이긴 한데, 이걸로 일단은 그냥 할까요?",상품 추천
s,"가격도 괜찮고, 디자인도 괜찮고, 질감도 이건 잘 나왔어요",상품 추천
c,"아 여기 중에서 기본 검은 색하고, 두 개 사려고요. 기본이니까 하얀 색?",상품 추천
s,흰색보다 티셔츠는 편하게 막 입는 거니까 색깔 있는 것도 괜찮을 것 같은데. 흰색은 와이셔츠를 많이 입으니까,상품 추천
s,"네, 남방도 있고",상품 추천
c,이 세 아가들은 어떤 옷을 입어야 돼요?,상품 추천
s,그러면 이제 뭐 집에 있을 때는 내복을 주로 입으니까. 내복 아니면 실내복.  이런 건 밖에 나갈 때 잠깐잠깐 입는 거,상품 추천
c,여자 아이들은 어떤 거 입어요?,상품 추천
s,이렇게 편한 것들,상품 추천
s,여자 애는 이런 편한 거 해주면 좋겠어요. 바지에다 같이 입는 거,상품 추천
s,아 그러면 백으로 해 주면 돼요. 이런 스타일. 이런 게 지금 다 잘 나가는 애들,상품 추천
s,"아니면 내복. 구십 짜리를 해도 되고, 이런 건 기획으로 나온 것들 만 오천 원, 만 칠천 원, 만 구천 원 그렇고요",상품 추천
s,이런 거 예쁘지 않아요? 같은 스타일에 색깔만 다른 거,상품 추천
c,"아, 그런데 형제가 아니라요. 각각 다른 집 애예요. 그래서 고민하는 거예요. 사이즈도 헷갈리고",상품 추천
s,이런 거 줘도 되는데. 이거 두 개 세트예요. 이만 오천구백 원이에요. 두 개에,상품 추천
s,그죠? 엄마들이 이거 좋아해요. 이런 것도 집에서 입기 좋아요. 여자애는 이거 남자애는 이거 이렇게 해도 돼요,상품 추천
c,형제가 아니라,상품 추천
s,예쁘죠? 이건 남녀 상관없이 자기가 좋아하는 색깔 쪽으로 입으면 돼요. 이 가디건도 괜찮아요. 만 구천 원 밖에 안 해요,상품 추천
c,가격대 괜찮다,상품 추천
s,이런 것도 만 구천 원,상품 추천
s,겨울에는 자켓도 괜찮거든요. 이런 식으로. 가디건도 좋고,상품 추천
s,이게 사이는 있는데 굽이 좀 있어서,상품 추천
c,그건 너무 높아요,상품 추천
s,이런 디자인은 어떠세요?,상품 추천
c,"아, 이건 안 될 것 같아요. 이게 발등까지 올라오니까",상품 추천
s,얘도 신으면 편하긴 하거든요?,상품 추천
c,크긴 하다,상품 추천
c,어떤 게 더 세련돼 보이지요?,상품 추천
s,이 색이 더 좋아보이네요,상품 추천
c,어떤 게 더 세련돼 보이지요?,상품 추천
s,이 색이 더 좋아보이네요,상품 추천
c,이런 건 어때요?,상품 추천
s,스판이예요,상품 추천
c,어떤 상품이 잘나가나요?,상품 추천
s,네 마네킹이 입고 있는 것들이 잘나가요,상품 추천
c,모자가 달린 게 더 젊어보이나요?,상품 추천
s,네 추울 때도 좋고 젊어보여요,상품 추천
c,비슷한 제품 추천해 주실만 한게 있나요?,상품 추천
s,이 제품도 잘나가고 있어요,상품 추천
s,화이트는 어떠실까요?,상품 추천
c,네 괜찮아요,상품 추천
s,목 올라온 스타일은 어떠세요?,상품 추천
c,제가 목 올라온 스타일은 안좋아해서요,상품 추천
s,경량점퍼요? 경량점퍼는 여자꺼는 이쪽이랑 아까 저쪽에 보셨던 라인에 있어요 여기는 목있는 라인이고요 저쪽은 목이 없어서 내피로도 입을 수 있게끔 나온 스타일이예요 이런거예요 이런거는 목이 없잖아요 고객님 목이 안올라오잖아요 색깔은 이색상이랑 이색상이랑 핑크색 이렇게 세가지나오시고요 엉덩이를 덮어주시는 기장으로 찾으시는거면 이렇게 긴것도 있어요,상품 추천
s,십구개월이면,상품 추천
s,아니 백사이즈 하셔도 돼요,상품 추천
c,그래서 다시 물어봐야 되나 요새 어느게 잘나가요?,상품 추천
c,이쁜거 되게 많이 나왔네 한동안 안와서 우리 애가 네살이 넘어가니까,상품 추천
s,여기 일곱살까지인데 모르셨구나,상품 추천
c,목폴라 살까요?,상품 추천
s,네 목폴라 한 번 보세요,상품 추천
c,롱코드는 어때요?,상품 추천
s,이 것도 입어보세요,상품 추천
c,어떤 게 낫나요?,상품 추천
s,확실히 곤색이 잘받아요,상품 추천
c,이런 건 어때요?,상품 추천
s,스판이예요,상품 추천
s,맞아요 발이 남자친구들은 금방 크더라고요 검정어때요?,상품 추천
c,검정색보다는 이게 훨씬 낫죠?,상품 추천
s,네 블랙은 먼지가 많이 붙어서요,상품 추천
c,이런 건 어때요?,상품 추천
s,스판이예요,상품 추천
c,이 색은 어때요?,상품 추천
s,밤색보단 낫다,상품 추천
s,아 그럼 이 바지는 어떠세요? 이게 좀 더 길게 나왔구요,상품 추천
c,네 제가 복숭아 뼈를 다 덮었으면 하거든요,상품 추천
