,SPEAKER,SENTENCE,MAIN
436,고객,얌전한 스타일로 추천해주세요,상품 추천
437,고객,그건 좀 화려한데 좀 더 차분한 스타일은 없나요?,상품 추천
438,고객,내가 입을 만한 옷이 있을까요,상품 추천
439,점원,안쪽으로 들어오시면 많이 있습니다,상품 추천
440,고객,학생들 교복 속에 입는 하얀티 있나요?,상품 추천
441,점원,네 3종류가 있어요,상품 추천
442,고객,그럼 점원께서 추천 좀 해주세요,상품 추천
443,점원,고객님 이 디자인은 어떠신지요?,상품 추천
444,고객,그러면 비슷한 옷 좀 찾아주실 수 있을까요?,상품 추천
445,점원,잠시만 기다려주세요,상품 추천
446,고객,따뜻하게 입을만한 바지 추천해주시겠어요?,상품 추천
447,점원,이 바지가 조금 도톰해서 요즘 같은 추운 날씨에 입기 좋아요,상품 추천
448,고객,아 제가 찾고 있는 게 양복에 잘 어울릴만한 깔끔한 스타일인 데 있을까요?,상품 추천
449,점원,저희가 3가지 종류가 들어왔는데 한번 보시겠어요?,상품 추천
450,고객,오버핏 말고 슬림핏을 찾고 있는데 혹시 있을까요?,상품 추천
451,점원,슬림핏은 현재 한가지 종류인데 보여드리겠습니다,상품 추천
452,고객,어울릴만한 치마도 하나 추천해주세요,상품 추천
453,점원,그 블라우스에는 이 치마가 어울려요,상품 추천
454,고객,저에게 어울리는 청바지를 찾아주세요,상품 추천
455,점원,어떤 스타일의 청바지를 원하세요?,상품 추천
456,고객,제가 다리가 가는 편이라 통이 좁은 청바지면 합니다,상품 추천
457,점원,그럼 이런 슬랙스 스타일의 청바지는 어떠세요?,상품 추천
458,고객,40대 여성에게 어떤 옷이 어울릴까요?,상품 추천
459,점원,보통 무늬가 많고 화려한 색감의 의복을 선호하십니다,상품 추천
460,고객,50대 여성에게 선물로 드릴만 한 옷이 있을까요?,상품 추천
461,점원,선호하는 옷 종류가 따로 있으실까요?,상품 추천
462,고객,취미가 등산이라고 하세요,상품 추천
463,점원,그럼 이런 연한 핑크색의 등산복 종류가 어떠세요?,상품 추천
464,고객,치마랑 어울릴 만한 니트 있나요?,상품 추천
465,점원,이런 니트가 잘 어울릴 것 같아요,상품 추천
466,고객,임신 중이라 넉넉한 사이즈를 찾고 있는데 어떤 스타일이 좋을까요?,상품 추천
467,점원,네 고객님 임신 중이시면 넉넉한 사이즈로 나온 이 옷은 어떠세요?,상품 추천
468,고객,이거 괜찮네요,상품 추천
469,점원,네  77사이즈까지 입으실 수 있는 프리사이즈라 편하게 입으실 거예요,상품 추천
470,고객,남자 고등학생 옷을 사려고요,상품 추천
471,점원,요즘 고등학생이 많이 찾는 옷은 여기 있습니다,상품 추천
472,고객,네 그리고 겉에 입을 코트도 추천해주세요,상품 추천
473,점원,네 예쁜 거로 보여드릴게요,상품 추천
474,고객,어머니 등산복으로 어떤 게 좋을까요??,상품 추천
475,점원,연령대가 어떻게 되시나요?,상품 추천
476,고객,60대 초반입니다,상품 추천
477,고객,와이셔츠랑 같이 재킷도 사려고 하는데 추천하시는 옷 있나요?,상품 추천
478,점원,저희 가게에서는 이 옷이 제일 잘나갑니다,상품 추천
479,고객,정장하나 맞추려고 하는데 처음 맞추는 거라 저한테 어떤 색이 잘 어울릴까요?,상품 추천
480,점원,얼굴이 하얀 편이셔서 진한 회색이 잘 어울리실 것 같아요,상품 추천
481,고객,이 원피스랑 어울리는 재킷도 사고 싶은데 뭐가 제일 잘나가요?,상품 추천
482,점원,요즘 체크무늬 재킷을 고객님들이 제일 좋아하세요,상품 추천
483,고객,혹시 70대 할머니가 입을만한 옷이 있나요?,상품 추천
484,점원,네 이쪽으로 둘러보시면 됩니다,상품 추천
485,고객,보통 할머니들은 무슨 색을 많이 사가나요?,상품 추천
486,점원,보라색이나 자주색 계열을 많이 사가셨어요,상품 추천
487,고객,이 원피스에 어울리는 카디건 있나요?,상품 추천
488,점원,블랙 카디건 있어요,상품 추천
489,고객,블랙 색상 바지에 어울리는 티셔츠가 있나요?,상품 추천
490,점원,이 바지는 화이트 색상의 기본 셔츠와 입으면 잘 어울려요,상품 추천
491,점원,후드티는 이 브랜드가 잘 팔려요,상품 추천
492,고객,음 제가 옷을 잘 못 고르는데 좀 도와주시겠어요?,상품 추천
493,점원,네 누가 입을 건가요,상품 추천
494,고객,네 딸이 첫 미팅에 입고 나갈 건데 아이가 좀 바빠서 제가 살려고요,상품 추천
495,점원,아 네 그럼 따님이 20대 초인 가요?,상품 추천
496,고객,네 대학교 2학년이에요,상품 추천
497,점원,그럼 따님이 원하는 스타일이 어떤 건가요?,상품 추천
498,고객,네 우리 아이가 원하는 것은 좀 여성스러운 원피스를 말하더라고요,상품 추천
499,점원,네 신상으로 나온 이 원피스가 요즘 선호도가 높은데요,상품 추천
500,고객,아 예쁘네요 딸도 맘에 들어 할 거 같아요,상품 추천
501,점원,혹시 따님이 맘에 안 들어 하면 다시 갖고 나오셔도 돼요,상품 추천
502,고객,네 제가 원하는 색상이 아닌데 다른 거 추천 좀 해주세요,상품 추천
503,점원,네 그러세요 그럼 좀 화사한 꽃무늬 머플러는 어떨까요?,상품 추천
504,고객,네 맘에 드는데 같은 디자인으로 다른 색상도 보고 싶어요,상품 추천
505,점원,아 네 이 상품은 한 종류만 나와서요,상품 추천
506,고객,같은 디자인으로 여자 셔츠는 없나요?,상품 추천
507,점원,같은 디자인은 없고 비슷한 디자인은 있습니다,상품 추천
508,고객,아이를 위한 벙어리장갑은 판매하지 않고 있나요?,상품 추천
509,점원,키즈용 장갑은 안쪽에 따로 비치해 두었습니다,상품 추천
510,고객,아버지 생신 선물할 예정인데 추천해 주세요,상품 추천
511,점원,요즘 50대 분들이 이런 스타일을 많이 구매하시는데 괜찮으신지요?,상품 추천
512,점원,이건 요즘 40대 분들이 찾으시는 스타일인데 어떠신가요?,상품 추천
513,고객,저에게 추천해주실 수 있나요?,상품 추천
514,점원,다음 주면 따뜻한 날씨일 것 같은데 털을 뗐다 붙였다 할 수 있는 제품은 어떠신가요?,상품 추천
515,고객,저는 그냥 털이 붙어있는 외투였으면 좋겠어요,상품 추천
516,고객,혹시 아기 발열 내의는 어디에 있나요?,상품 추천
517,점원,네 이쪽으로 오세요,상품 추천
518,고객,비슷한 스타일로 라지 사이즈 제품은 없을까요?,상품 추천
519,점원,같은 디자인인데 색이 다른 건 있어요,상품 추천
520,고객,치마와 함께 입을 니트 있나요?,상품 추천
521,점원,네 울 니트가 잘 나가요,상품 추천
522,고객,챙이 더 넓은 것은 없나요?,상품 추천
523,점원,이것보다 더 넓은 건 챙이 안 말리는 것만 있어요,상품 추천
524,고객,그럼 이것보다 오버핏으로 나온 코트 추천 좀 해주세요,상품 추천
525,점원,색은 어떤 걸로 추천해드릴까요?,상품 추천
526,고객,밝은 색으로요,상품 추천
527,점원,사용하실 분 연령이 어떻게 되세요?,상품 추천
528,고객,50대 중반이십니다,상품 추천
529,점원,50대 중반이시면 깔끔한 느낌의 이런 벨트는 어떠세요?,상품 추천
530,고객,아이가 맬만한 가방 있나요?,상품 추천
531,점원,요즘엔 이런 가방이 잘 나가요,상품 추천
532,고객,나이 든 사람은 메는 가방도 많이 하더라 그죠?,상품 추천
533,점원,손님이 이 가방 메실 거예요?,상품 추천
534,고객,네,상품 추천
535,점원,손님 아직 젊으세요,상품 추천
536,고객,어르신들이 신을 신발은 뭐예요?,상품 추천
537,점원,편하게 신으실 거예요?,상품 추천
538,고객,네.,상품 추천
539,점원,편한 거는 이 제품이 편해요,상품 추천
540,고객,어르신들이 신을 캐주얼한 신발은?,상품 추천
541,점원,캐주얼한 거는 이 제품이요,상품 추천
542,고객,여기는 슬리퍼 종류가 이게 다예요?,상품 추천
543,점원,"네, 지금은 여기 있는게 다고 여름에 더 들어올거예요",상품 추천
544,고객,이 여자 신발 디자인 비슷한 남자 신발 있어요?,상품 추천
545,점원,"예, 여자 신발이랑 디자인 비슷한데 재질이 조금 다른 남자 신발이 있어요",상품 추천
546,고객,이 신발 남자 거도 똑같은 거 있나요?,상품 추천
547,점원,흰색은 남자 거로 없어요,상품 추천
548,고객,이거는 애들?,상품 추천
549,점원,"네, 이건 아이 신발이에요",상품 추천
550,고객,근데 이거 다 찍찍이 밖에 없어요?,상품 추천
551,점원,"네, 다 찍찍이 신발이에요",상품 추천
552,고객,이 신발도 젊은 사람들이 신는 거 같네요?,상품 추천
553,점원,"아니에요, 나이 드신 분들도 신으세요",상품 추천
554,고객,이 신발 젊은 사람도 많이 사가요?,상품 추천
555,점원,"아니요, 젊은 사람들은 별로 사가지 않아요",상품 추천
556,고객,신발 분리형이 뭐가 좋아요?,상품 추천
557,점원,"앞가 뒤가 분리되어 있어서, 우리 몸에 균형도 잡아주고 신고 다니기 편해요",상품 추천
558,고객,신발 좀 더 예쁜 건 없어요?,상품 추천
559,점원,신발 이런 종류도 있어요,상품 추천
560,고객,요 신발은 나이 든 사람 신는 게 아니라?,상품 추천
561,점원,"네, 젊은 사람들이 많이 신어요",상품 추천
562,고객,어떤 신발이 젊은 애들 많이 신죠?,상품 추천
563,점원,운동화 찾으세요?,상품 추천
564,고객,운동화도 좋고 그냥 까만 신발도 되고.,상품 추천
565,점원,이런 신발 젊은 사람들이 많이 신어요,상품 추천
566,고객,운동화 발 편한거 어딨어요?,상품 추천
567,점원,누가 신으실건데요?,상품 추천
568,고객,제가 신을 거에요.,상품 추천
569,점원,사이즈는요?,상품 추천
570,고객,45,상품 추천
571,점원,요즘 많이 신으시는게 이렇게 에어 들어가 있는 신발이에요,상품 추천
572,고객,이 쪽 신발은 젊은 애들 신는 거죠?,상품 추천
573,점원,"네, 학생들이 많이 신어요",상품 추천
574,고객,더 예쁜 신발은 없어요?,상품 추천
575,점원,지금은 매장에 있는게 다예요,상품 추천
576,고객,이제 고등학교 졸업한 아가씨들한테 선물 할 만한 목걸이 있나요?,상품 추천
577,점원,이런 것도 예뻐요.,상품 추천
578,고객,이 소매가 나오는 건 요 옷 종류밖에 없어요?,상품 추천
579,점원,"지금 니트 그게 다라서, 없어요",상품 추천
580,고객,이 옷같은 스타일로 다른 옷은 없나요?,상품 추천
581,점원,이런 면스판으로 된 옷은 이 옷이 전부에요,상품 추천
582,고객,어르신들이 입는 옷은 없어예?,상품 추천
583,점원,다 어른신용이예요,상품 추천
584,고객,백일 된 아이 옷을 찾는데요,상품 추천
585,점원,"네, 이쪽이 신상 아이 옷이에요",상품 추천
586,고객,보통 백일 딸내미 선물로 뭘 많이 사나요?,상품 추천
587,점원,"백일이면 외출할 수 있으니, 외출복 많이 나가요",상품 추천
588,고객,연세가 많으신 분이면 칼라 없는 게 낫지 않나요?,상품 추천
589,점원,네,상품 추천
590,고객,받쳐 입을 옷 있어요?,상품 추천
591,점원,받쳐 입을 옷이면 두꺼운 종류로 어떠세요?,상품 추천
592,고객,이 옷은 얇아 보여요,상품 추천
593,점원,이 제품이랑 저 제품이랑 소재가 따뜻해요,상품 추천
594,고객,이 제품이 제일 부드럽네요,상품 추천
595,점원,그 제품이 펄이라서 그래요,상품 추천
596,고객,파란 옷이 이 옷에 어울릴까요?,상품 추천
597,점원,검정 옷도 어울려요,상품 추천
598,고객,블랙은 양쪽 다 어울리긴 하네요?,상품 추천
599,점원,네,상품 추천
600,고객,요새 입을 만한 옷으로 뭐가 좋을까요?,상품 추천
601,고객,원피스 중에 잘 나가는 걸로 몇 개 추천해주실래요?,상품 추천
602,고객,가방에 어울리는 액세서리도 보여주시겠어요?,상품 추천
603,고객,가방과 어울리는 소품도 여기에 있을까요?,상품 추천
604,고객,가방하고 같이 쓸 수 있는 작은 가방 하나 보여주세요,상품 추천
605,고객,이 가방에 사용할 수 있는 파우치 있으면 좀 보여주실래요?,상품 추천
606,고객,이 신발이랑 비슷한 디자인으로 다른 거 또 있나요?,상품 추천
607,고객,이 색깔로 다른 디자인은 없나요?,상품 추천
608,고객,이런 스타일로 색깔만 다르게 보여주세요,상품 추천
609,고객,이 운동화랑 어울릴만한 치마도 보여주세요,상품 추천
610,고객,이 샌들이랑 어울리는 바지도 추천해주세요,상품 추천
611,고객,이 신발에 어울리는 옷은 어떤 게 있나요?,상품 추천
612,고객,이 운동화에 어울리는 옷도 추천해주실래요?,상품 추천
613,고객,신발은 여기 있는 게 다예요?,의류 문의
614,점원,네 성인이나 아동 다 있어요,의류 문의
615,점원,발 사이즈 몇 신으세요?,의류 문의
616,고객,230이요,의류 문의
